Sr No,Company Code,Purchase Org,PO Number,PO Line Item,PO Type,Material/Service,Vendor Code,Vendor Short Name,Vendor Sector,GR Document No,GR Posting Date,GR Fiscal Year,GR Quantity,GR Amount,GR Vendor Name (SAP),IR Document No,IR Posting Date,IR Amount,IR Vendor Name (Invoice),TDS Amount,GST Diff Amount,Difference (IR-GR),Currency,Plant,Cost Center,GL Account,Payment Terms,Aging (Days),Aging Bucket,Discrepancy Flag,Discrepancy Reason,Manual Action,Reviewer,Review Date,Remarks,tfidf_vendor_score,vendor_match_quality,confidence_score,score_po,score_vendor,score_amount,score_date,score_currency,decision
173,1000,1000,4500100173,0030,ZSER,Equipment Maintenance,1000018,BEL,Defence,5000100173,2024-12-07,2024,172.932,570673.39,Bharat Electronics Ltd,5100200178,2024-12-29,570673.89,BEL Limited,0.0,0.0,0.5,INR,1001,CC-HR-004,400300,NT45,114,>90 Days (Critical),ROUNDING - PAISE,Paise-level rounding difference from vendor,,,,,1.0,HIGH,97.8,35.0,25.0,23.8,9.0,5.0,AUTO-CLEAR
174,1000,2000,4500100174,0030,ZSER,ERP Implementation Services,1000001,TCSL,IT Services,5000100174,2024-10-15,2024,104.46,95935.34,Tata Consultancy Services Ltd,5100200179,2024-12-01,95935.34,Tata Consultancy Services Ltd,0.0,0.0,0.0,USD,1002,CC-MFG-005,400500,NT15,167,>90 Days (Critical),EXACT MATCH,GR and IR amounts match exactly,,,,,1.0,HIGH,97.0,35.0,25.0,25.0,7.0,5.0,AUTO-CLEAR
175,1000,1000,4500100175,0030,ZNB,Engineering Consultancy,1000018,BEL,Defence,5000100175,2024-12-06,2024,34.828,1304447.86,Bharat Electronics Ltd,5100200180,2024-12-21,1304448.86,BHARAT ELECTRONICS LTD,0.0,0.0,1.0,INR,1002,CC-IT-002,400400,IMMED,115,>90 Days (Critical),ROUNDING - RUPEE,"Rupee rounding, likely due to tax computation",,,,,1.0,HIGH,97.8,35.0,25.0,23.8,9.0,5.0,AUTO-CLEAR
176,1000,2000,4500100176,0020,ZSER,Cybersecurity Services,1000007,MPHL,IT Services,5000100176,2025-01-29,2025,73.181,439734.5,Mphasis Limited,5100200181,2025-05-18,439734.5,MPHASIS LIMITED,0.0,0.0,0.0,INR,1001,CC-OPS-003,400300,IMMED,61,61-90 Days,TIMING DIFFERENCE,Invoice received after 60-day policy window,,,,,1.0,HIGH,91.0,35.0,25.0,25.0,1.0,5.0,AUTO-CLEAR
178,1000,2000,4500100178,0050,ZNB,Chemical Compounds,1000009,RIL,Manufacturing,5000100178,2025-03-21,2025,129.309,256370.24,Reliance Industries Ltd,5100200183,2025-04-16,251242.84,RIL,5127.4,0.0,-5127.4,INR,1003,CC-IT-002,400500,IMMED,10,0-30 Days,TDS DEDUCTED,TDS @ 2.0% deducted on payment (Sec 194C/194J),,,,,1.0,HIGH,92.8,35.0,25.0,18.8,9.0,5.0,AUTO-CLEAR
180,1000,1000,4500100180,0020,ZSER,ERP Implementation Services,1000001,TCSL,IT Services,5000100180,2024-11-15,2024,40.862,1546554.29,Tata Consultancy Services Ltd,5100200185,2024-12-12,1546554.29,Tata Consultancy Services Ltd,0.0,0.0,0.0,INR,1001,CC-FIN-001,400400,NT60,136,>90 Days (Critical),EXACT MATCH,GR and IR amounts match exactly,,,,,1.0,HIGH,99.0,35.0,25.0,25.0,9.0,5.0,AUTO-CLEAR
181,1000,1000,4500100181,0050,ZNB,Raw Material Supply,1000012,ULTC,Manufacturing,5000100181,2024-10-05,2024,122.568,4691348.62,Ultratech Cement Ltd,5100200186,2024-10-20,4691348.62,Ultratech Cement Ltd,0.0,0.0,0.0,INR,1004,CC-HR-004,400100,NT60,177,>90 Days (Critical),EXACT MATCH,GR and IR amounts match exactly,,,,,1.0,HIGH,99.0,35.0,25.0,25.0,9.0,5.0,AUTO-CLEAR
182,1000,1000,4500100182,0010,ZSER,Cloud Hosting Charges,1000002,INFY,IT Services,5000100182,2025-01-17,2025,163.292,213912.29,Infosys Limited,5100200187,2025-02-05,213913.29,Infosys Technologies,0.0,0.0,1.0,INR,1001,CC-HR-004,400100,NT30,73,61-90 Days,ROUNDING - RUPEE,"Rupee rounding, likely due to tax computation",,,,,0.6348,MEDIUM,88.6,35.0,15.9,23.8,9.0,5.0,AUTO-CLEAR
183,1000,1000,4500100183,0010,NB,Cement Bags 50kg,1000011,JSWS,Manufacturing,5000100183,2025-02-27,2025,75.309,3161586.89,JSW Steel Ltd,5100200188,2025-03-30,3161586.9,JSW Steel Limited,0.0,0.0,0.01,INR,1004,CC-HR-004,400100,NT45,32,31-60 Days,ROUNDING - PAISE,Paise-level rounding difference from vendor,,,,,1.0,HIGH,95.8,35.0,25.0,23.8,7.0,5.0,AUTO-CLEAR
184,1000,1000,4500100184,0030,NB,Cement Bags 50kg,1000010,TATST,Manufacturing,5000100184,2025-01-12,2025,167.362,689627.13,Tata Steel Limited,5100200189,2025-04-06,689627.13,Tata Steel,0.0,0.0,0.0,INR,1002,CC-FIN-001,400300,NT15,78,61-90 Days,TIMING DIFFERENCE,Invoice received after 60-day policy window,,,,,1.0,HIGH,94.0,35.0,25.0,25.0,4.0,5.0,AUTO-CLEAR
186,1000,2000,4500100186,0010,NB,Data Migration Services,1000002,INFY,IT Services,5000100186,2024-12-08,2024,130.099,41520.62,Infosys Limited,5100200191,2025-03-02,41520.62,Infosys Technologies,0.0,0.0,0.0,USD,1002,CC-IT-002,400400,NT45,113,>90 Days (Critical),TIMING DIFFERENCE,Invoice received after 60-day policy window,,,,,0.6348,MEDIUM,84.9,35.0,15.9,25.0,4.0,5.0,AUTO-CLEAR
188,1000,1000,4500100188,0010,NB,Annual Maintenance Contract,1000008,HEXW,IT Services,5000100188,2024-11-09,2024,91.885,376886.05,Hexaware Technologies Ltd,5100200193,2024-12-26,376885.8,Hexaware Tech Ltd,0.0,0.0,-0.25,INR,1004,CC-IT-002,400300,NT45,142,>90 Days (Critical),ROUNDING - PAISE,Paise-level rounding difference from vendor,,,,,0.7234,MEDIUM,88.8,35.0,18.1,23.8,7.0,5.0,AUTO-CLEAR
189,1000,2000,4500100189,0050,ZNB,Cloud Hosting Charges,1000005,LTI,IT Services,5000100189,2025-01-25,2025,179.059,56796.89,Larsen & Toubro Infotech Ltd,5100200194,2025-02-10,56796.88,Larsen Toubro Infotech,0.0,0.0,-0.01,USD,1003,CC-IT-002,400200,NT45,65,61-90 Days,ROUNDING - PAISE,Paise-level rounding difference from vendor,,,,,1.0,HIGH,97.8,35.0,25.0,23.8,9.0,5.0,AUTO-CLEAR
190,1000,2000,4500100190,0040,ZNB,Annual Maintenance Contract,1000006,TECHM,IT Services,5000100190,2025-01-10,2025,67.584,462396.08,Tech Mahindra Limited,5100200195,2025-02-10,457772.12,Tech-Mahindra Limited,4623.96,0.0,-4623.96,INR,1001,CC-IT-002,400500,NT60,80,61-90 Days,TDS DEDUCTED,TDS @ 1.0% deducted on payment (Sec 194C/194J),,,,,1.0,HIGH,90.8,35.0,25.0,18.8,7.0,5.0,AUTO-CLEAR
192,1000,1000,4500100192,0050,NB,Mechanical Parts,1000016,BSCH,Engineering,5000100192,2024-11-28,2024,121.967,74905.22,Bosch Limited,5100200197,2025-03-09,74905.22,Robert Bosch,0.0,0.0,0.0,USD,1004,CC-IT-002,400100,NT60,123,>90 Days (Critical),TIMING DIFFERENCE,Invoice received after 60-day policy window,,,,,0.5848,LOW,80.6,35.0,14.6,25.0,1.0,5.0,AUTO-CLEAR
193,1000,1000,4500100193,0040,ZSER,Industrial Chemicals,1000012,ULTC,Manufacturing,5000100193,2024-11-16,2024,60.283,25529.38,Ultratech Cement Ltd,5100200198,2024-12-16,25539.38,Ultratech Cement,0.0,0.0,10.0,GBP,1003,CC-OPS-003,400400,NT60,135,>90 Days (Critical),ROUNDING - RUPEE,"Rupee rounding, likely due to tax computation",,,,,1.0,HIGH,97.8,35.0,25.0,23.8,9.0,5.0,AUTO-CLEAR
194,1000,2000,4500100194,0040,ZNB,Annual Maintenance Contract,1000007,MPHL,IT Services,5000100194,2024-11-22,2024,150.039,159009.3,Mphasis Limited,5100200199,2025-01-09,159014.3,Mphasis Ltd,0.0,0.0,5.0,INR,1001,CC-IT-002,400200,IMMED,129,>90 Days (Critical),ROUNDING - RUPEE,"Rupee rounding, likely due to tax computation",,,,,1.0,HIGH,95.8,35.0,25.0,23.8,7.0,5.0,AUTO-CLEAR
195,1000,2000,4500100195,0030,ZSER,Software License Fee,1000002,INFY,IT Services,5000100195,2025-01-18,2025,20.231,8918272.01,Infosys Limited,5100200200,2025-02-25,8918282.01,Infosys Technologies,0.0,0.0,10.0,INR,1002,CC-OPS-003,400300,NT60,72,61-90 Days,ROUNDING - RUPEE,"Rupee rounding, likely due to tax computation",,,,,0.6348,MEDIUM,86.6,35.0,15.9,23.8,7.0,5.0,AUTO-CLEAR
196,1000,2000,4500100196,0030,ZSER,Engineering Consultancy,1000015,ABB,Engineering,5000100196,2025-02-17,2025,89.692,1508911.63,ABB India Limited,5100200201,2025-04-01,1508912.63,A.B.B. India,0.0,0.0,1.0,INR,1002,CC-HR-004,400200,NT15,42,31-60 Days,ROUNDING - RUPEE,"Rupee rounding, likely due to tax computation",,,,,0.4709,LOW,82.5,35.0,11.8,23.8,7.0,5.0,AUTO-CLEAR
197,1000,2000,4500100197,0020,NB,ERP Implementation Services,1000005,LTI,IT Services,5000100197,2025-01-13,2025,56.548,1059905.41,Larsen & Toubro Infotech Ltd,5100200202,2025-03-04,1059905.41,Larsen & Toubro Infotech Ltd,0.0,0.0,0.0,INR,1004,CC-IT-002,400200,NT60,77,61-90 Days,EXACT MATCH,GR and IR amounts match exactly,,,,,1.0,HIGH,97.0,35.0,25.0,25.0,7.0,5.0,AUTO-CLEAR
199,1000,1000,4500100199,0030,NB,Cybersecurity Services,1000007,MPHL,IT Services,5000100199,2025-01-21,2025,97.81,7944262.95,Mphasis Limited,5100200204,2025-03-06,7944262.7,Mphasis Corporation,0.0,0.0,-0.25,INR,1004,CC-OPS-003,400100,NT60,69,61-90 Days,ROUNDING - PAISE,Paise-level rounding difference from vendor,,,,,1.0,HIGH,95.8,35.0,25.0,23.8,7.0,5.0,AUTO-CLEAR
200,1000,2000,4500100200,0050,NB,Packaging Material,1000012,ULTC,Manufacturing,5000100200,2025-01-07,2025,155.012,1672292.32,Ultratech Cement Ltd,5100200205,2025-01-09,1588677.7,UltraTech Cement Ltd,83614.62,0.0,-83614.62,INR,1002,CC-OPS-003,400500,NT60,83,61-90 Days,TDS DEDUCTED,TDS @ 5.0% deducted on payment (Sec 194C/194J),,,,,1.0,HIGH,80.2,35.0,25.0,6.2,9.0,5.0,AUTO-CLEAR
